destination_name;lng;lat;lng
Berlin;13.404953999999975;52.52000659999999;13.404953999999975
Frankfurt;8.682126700000026;50.1109221;8.682126700000026
Osnabrück;8.047178799999983;52.2799112;8.047178799999983
Sydney;151.20929550000005;-33.8688197;151.20929550000005
Trento;11.121748600000046;46.0747793;11.121748600000046
Venedig;12.31551509999997;45.4408474;12.31551509999997
Hochzeit;7.880384;54.183067;7.880384
